ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor(s),Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,CombinedWith,Description
21403,ECON,3030,210,Discussion,"0","Zhe Zhu","Th 5:00PM - 5:50PM","New Cabell Hall 332","Money and Banking","",Closed,20,20,0,,"Studies the role of money in the economic system, with emphasis on monetary policy and theory.  Prerequisite: ECON 2020."
21404,ECON,3030,211,Discussion,"0","Zhe Zhu","Th 6:00PM - 6:50PM","New Cabell Hall 332","Money and Banking","",Closed,20,20,0,,"Studies the role of money in the economic system, with emphasis on monetary policy and theory.  Prerequisite: ECON 2020."
21405,ECON,3030,212,Discussion,"0","Zhe Zhu","Th 7:00PM - 7:50PM","New Cabell Hall 332","Money and Banking","",Open,18,20,0,,"Studies the role of money in the economic system, with emphasis on monetary policy and theory.  Prerequisite: ECON 2020."
10543,ECON,3110,100,Lecture,"4","Maxim Engers","TuTh 2:00PM - 3:15PM","Monroe Hall 111","Mathematical Microeconomics","",Closed,28,26,0,,"Covers the same topics as ECON 3010 using differential calculus through constrained maximization of functions of several variables. Credit is not given for both ECON 3010 and 3110.  Prerequisite: ECON 2010 and two semesters of calculus."
10544,ECON,3110,101,Discussion,"0","Daniel Savelle","Th 5:00PM - 5:50PM","New Cabell Hall 044","Mathematical Microeconomics","",Open,17,20,0,,"Covers the same topics as ECON 3010 using differential calculus through constrained maximization of functions of several variables. Credit is not given for both ECON 3010 and 3110.  Prerequisite: ECON 2010 and two semesters of calculus."
10545,ECON,3110,102,Discussion,"0","Daniel Savelle","Th 6:00PM - 6:50PM","New Cabell Hall 038","Mathematical Microeconomics","",Open,11,20,0,,"Covers the same topics as ECON 3010 using differential calculus through constrained maximization of functions of several variables. Credit is not given for both ECON 3010 and 3110.  Prerequisite: ECON 2010 and two semesters of calculus."
19092,ECON,3330,001,Lecture,"3","Lee Coppock","TuTh 9:30AM - 10:45AM","Monroe Hall 111","Public Choice","",Open,23,25,0,,"Studies politics using economic analysis. Topics include the theory of voting rules, regulation, taxation, and interest groups; the growth of government; and the design of constitutions.  Prerequisite: ECON 2010."
19093,ECON,3330,002,Lecture,"3","Lee Coppock","TuTh 11:00AM - 12:15PM","Monroe Hall 111","Public Choice","",Closed,27,25,0,,"Studies politics using economic analysis. Topics include the theory of voting rules, regulation, taxation, and interest groups; the growth of government; and the design of constitutions.  Prerequisite: ECON 2010."
15644,ECON,3630,001,Lecture,"3","Julia Devlin","MoWe 2:00PM - 3:15PM","Monroe Hall 124","Economics of the Middle East","",Closed,57,52,0,,"Surveys major economic issues in the development of countries in the Middle East/North Africa region since World War II, using concepts in development economics.  Prerequisite: ECON 2010 and 2020."
14118,ECON,3720,099,Lecture,"4","Ronald Michener","TuTh 3:30PM - 4:45PM","Monroe Hall 130","Introduction to Econometrics","",Closed,61,58,0,,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems.    Prerequisite: STAT 2120, STAT 3120, APMA 3110,  or APMA 3120"
12861,ECON,3720,100,Lecture,"4","Ronald Michener","TuTh 2:00PM - 3:15PM","Monroe Hall 130","Introduction to Econometrics","",Closed,62,58,0,,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems.    Prerequisite: STAT 2120, STAT 3120, APMA 3110,  or APMA 3120"
10546,ECON,3720,101,Discussion,"0","Staff","Th 5:00PM - 5:50PM","New Cabell Hall 268","Introduction to Econometrics","",Closed,18,18,0,,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems.    Prerequisite: STAT 2120, STAT 3120, APMA 3110,  or APMA 3120"
12863,ECON,3720,102,Discussion,"0","Staff","Th 6:00PM - 6:50PM","New Cabell Hall 268","Introduction to Econometrics","",Closed,18,18,0,,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems.    Prerequisite: STAT 2120, STAT 3120, APMA 3110,  or APMA 3120"
12864,ECON,3720,103,Discussion,"0","Staff","Th 7:00PM - 7:50PM","New Cabell Hall 268","Introduction to Econometrics","",Open,16,18,0,,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems.    Prerequisite: STAT 2120, STAT 3120, APMA 3110,  or APMA 3120"
14433,ECON,3720,104,Discussion,"0","Pingyu He","Fr 12:00PM - 12:50PM","New Cabell Hall 268","Introduction to Econometrics","",Closed,18,18,0,,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems.    Prerequisite: STAT 2120, STAT 3120, APMA 3110,  or APMA 3120"
10547,ECON,3720,105,Discussion,"0","Pingyu He","Fr 2:00PM - 2:50PM","New Cabell Hall 268","Introduction to Econometrics","",Open,13,18,0,,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems.    Prerequisite: STAT 2120, STAT 3120, APMA 3110,  or APMA 3120"
10548,ECON,3720,106,Discussion,"0","Pingyu He","Fr 3:00PM - 3:50PM","New Cabell Hall 268","Introduction to Econometrics","",Open,11,18,0,,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems.    Prerequisite: STAT 2120, STAT 3120, APMA 3110,  or APMA 3120"
13890,ECON,3720,107,Discussion,"0","Staff","Fr 1:00PM - 1:50PM","Gibson Hall 041","Introduction to Econometrics","",Open,16,18,0,,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems.    Prerequisite: STAT 2120, STAT 3120, APMA 3110,  or APMA 3120"
14115,ECON,3720,108,Discussion,"0","Staff","Fr 2:00PM - 2:50PM","Gibson Hall 041","Introduction to Econometrics","",Open,14,18,0,,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems.    Prerequisite: STAT 2120, STAT 3120, APMA 3110,  or APMA 3120"
15721,ECON,3720,199,Lecture,"4","Jonathan Colmer","MoWe 2:00PM - 3:15PM","Monroe Hall 130","Introduction to Econometrics","",Closed,80,80,0,,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems.    Prerequisite: STAT 2120, STAT 3120, APMA 3110,  or APMA 3120"
14116,ECON,3720,202,Discussion,"0","Selcen Cakir","Th 6:00PM - 6:50PM","Monroe Hall 110","Introduction to Econometrics","",Open,26,27,0,,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems.    Prerequisite: STAT 2120, STAT 3120, APMA 3110,  or APMA 3120"
15736,ECON,3720,205,Discussion,"0","Selcen Cakir","Th 4:00PM - 4:50PM","Monroe Hall 110","Introduction to Econometrics","",Closed,27,27,0,,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems.    Prerequisite: STAT 2120, STAT 3120, APMA 3110,  or APMA 3120"
15737,ECON,3720,206,Discussion,"0","Selcen Cakir","Th 5:00PM - 5:50PM","Monroe Hall 118","Introduction to Econometrics","",Closed,27,27,0,,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems.    Prerequisite: STAT 2120, STAT 3120, APMA 3110,  or APMA 3120"
15119,ECON,4010,100,Lecture,"3","Maxim Engers","TuTh 11:00AM - 12:15PM","Monroe Hall 116","Game Theory","",Closed,37,30,0,,"Analyzes the theory of strategically interdependent decision making, with applications to auctions, bargaining, oligopoly, signaling, and strategic voting.  Prerequisite: ECON 3010 or 3110, and  STAT 2120 or equivalent"
15120,ECON,4010,101,Discussion,"0","Cailin Slattery","Tu 5:00PM - 5:50PM","Wilson Hall 244","Game Theory","",Open,13,14,0,,"Analyzes the theory of strategically interdependent decision making, with applications to auctions, bargaining, oligopoly, signaling, and strategic voting.  Prerequisite: ECON 3010 or 3110, and  STAT 2120 or equivalent"
15122,ECON,4010,102,Discussion,"0","Cailin Slattery","Tu 6:00PM - 6:50PM","Wilson Hall 244","Game Theory","",Closed,13,13,0,,"Analyzes the theory of strategically interdependent decision making, with applications to auctions, bargaining, oligopoly, signaling, and strategic voting.  Prerequisite: ECON 3010 or 3110, and  STAT 2120 or equivalent"
15123,ECON,4010,103,Discussion,"0","Cailin Slattery","Tu 7:00PM - 7:50PM","Monroe Hall 114","Game Theory","",Open,11,13,0,,"Analyzes the theory of strategically interdependent decision making, with applications to auctions, bargaining, oligopoly, signaling, and strategic voting.  Prerequisite: ECON 3010 or 3110, and  STAT 2120 or equivalent"
